mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,param_pca,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,scorer
0.6379216313362122,0.0695124309677134,0.03756260871887207,0.010750122785689618,VarianceThreshold(threshold=0.2),PCA(n_components=8),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=8), 'scaler': StandardScaler()}",0.8680659670164917,0.881559220389805,0.8793103448275862,0.8799699924981246,0.8772263811830019,0.005351564977051776,7,accuracy
0.6062051057815552,0.06972377469387743,0.04615825414657593,0.013465474177164434,VarianceThreshold(threshold=0.2),PCA(n_components=8),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=8), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.6050434112548828,0.05315737968448885,0.05256897211074829,0.011254592486941734,VarianceThreshold(threshold=0.2),PCA(n_components=16),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=16), 'scaler': StandardScaler()}",0.8680659670164917,0.881559220389805,0.8793103448275862,0.8799699924981246,0.8772263811830019,0.005351564977051776,7,accuracy
0.6764866709709167,0.04926873621767194,0.0496789813041687,0.017925752238398873,VarianceThreshold(threshold=0.2),PCA(n_components=16),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=16), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.554168701171875,0.05545803373413193,0.04838073253631592,0.010650635291995697,VarianceThreshold(threshold=0.2),PCA(n_components=32),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=32), 'scaler': StandardScaler()}",0.8680659670164917,0.881559220389805,0.8793103448275862,0.8799699924981246,0.8772263811830019,0.005351564977051776,7,accuracy
0.6040360331535339,0.04166893928579966,0.04200834035873413,0.007315668877730861,VarianceThreshold(threshold=0.2),PCA(n_components=32),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=32), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.7187943458557129,0.036933269159740885,0.048385798931121826,0.0143964213312146,VarianceThreshold(threshold=0.2),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8680659670164917,0.881559220389805,0.8793103448275862,0.8799699924981246,0.8772263811830019,0.005351564977051776,7,accuracy
0.683890700340271,0.049843485767096574,0.03774803876876831,0.0025905671977160065,VarianceThreshold(threshold=0.2),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.6989436149597168,0.027659529432526895,0.03924769163131714,0.003765911409508117,VarianceThreshold(threshold=0.2),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8680659670164917,0.881559220389805,0.8793103448275862,0.8799699924981246,0.8772263811830019,0.005351564977051776,7,accuracy
0.7005817890167236,0.01868573749611264,0.04800307750701904,0.012039395491781119,VarianceThreshold(threshold=0.2),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
1.0701078176498413,0.04559546329673367,0.04799652099609375,0.00381051054696274,VarianceThreshold(threshold=0.2),PCA(n_components=128),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=128), 'scaler': StandardScaler()}",0.8680659670164917,0.881559220389805,0.8793103448275862,0.8799699924981246,0.8772263811830019,0.005351564977051776,7,accuracy
1.0408581495285034,0.06491543407983344,0.04499465227127075,0.004849815199448826,VarianceThreshold(threshold=0.2),PCA(n_components=128),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': PCA(n_components=128), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.3602535128593445,0.020706598397204297,0.12799358367919922,0.010440910047563173,VarianceThreshold(threshold=0.2),,StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.2), 'pca': None, 'scaler': StandardScaler()}",0.8523238380809596,0.8575712143928036,0.8740629685157422,0.8589647411852963,0.8607306905437004,0.008085877672501223,39,accuracy
0.6745182871818542,0.05243954492872227,0.03013056516647339,0.0070165866805631475,VarianceThreshold(threshold=0.4),PCA(n_components=8),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=8), 'scaler': StandardScaler()}",0.8665667166416792,0.8845577211394303,0.8793103448275862,0.8799699924981246,0.8776011937767051,0.006683662231312285,1,accuracy
0.598780632019043,0.03729872478507102,0.033497512340545654,0.004715935102025073,VarianceThreshold(threshold=0.4),PCA(n_components=8),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=8), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.6362825632095337,0.022492349951693805,0.04050087928771973,0.005676974916703878,VarianceThreshold(threshold=0.4),PCA(n_components=16),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=16), 'scaler': StandardScaler()}",0.8665667166416792,0.8845577211394303,0.8793103448275862,0.8799699924981246,0.8776011937767051,0.006683662231312285,1,accuracy
0.6247801184654236,0.029963636164146972,0.037001192569732666,0.005697077529512887,VarianceThreshold(threshold=0.4),PCA(n_components=16),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=16), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.6104983687400818,0.021385435479663602,0.04324823617935181,0.0036306445980213114,VarianceThreshold(threshold=0.4),PCA(n_components=32),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=32), 'scaler': StandardScaler()}",0.8665667166416792,0.8845577211394303,0.8793103448275862,0.8799699924981246,0.8776011937767051,0.006683662231312285,1,accuracy
0.5602494478225708,0.019675710351379383,0.04149889945983887,0.009503459518724326,VarianceThreshold(threshold=0.4),PCA(n_components=32),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=32), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.696751594543457,0.0451610391294537,0.039000630378723145,0.00561142137323504,VarianceThreshold(threshold=0.4),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8665667166416792,0.8845577211394303,0.8793103448275862,0.8799699924981246,0.8776011937767051,0.006683662231312285,1,accuracy
0.6499983668327332,0.020235526373647405,0.04275238513946533,0.002860841032542883,VarianceThreshold(threshold=0.4),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.6844415068626404,0.03704488370302927,0.04587191343307495,0.0044365127391106755,VarianceThreshold(threshold=0.4),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8665667166416792,0.8845577211394303,0.8793103448275862,0.8799699924981246,0.8776011937767051,0.006683662231312285,1,accuracy
0.6862778663635254,0.06854643822290163,0.06340259313583374,0.01614151890159374,VarianceThreshold(threshold=0.4),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
1.1448216438293457,0.07781376084704773,0.053630530834198,0.01196715438692716,VarianceThreshold(threshold=0.4),PCA(n_components=128),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=128), 'scaler': StandardScaler()}",0.8665667166416792,0.8845577211394303,0.8793103448275862,0.8799699924981246,0.8776011937767051,0.006683662231312285,1,accuracy
1.1059158444404602,0.03703709027973041,0.04969507455825806,0.005596442176254121,VarianceThreshold(threshold=0.4),PCA(n_components=128),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': PCA(n_components=128), 'scaler': MinMaxScaler()}",0.8470764617691154,0.8718140929535232,0.8725637181409296,0.8649662415603901,0.8641051286059895,0.010267580995463762,27,accuracy
0.3557961583137512,0.021974270943863363,0.1366819143295288,0.006656477686785445,VarianceThreshold(threshold=0.4),,StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.4), 'pca': None, 'scaler': StandardScaler()}",0.8523238380809596,0.8575712143928036,0.8740629685157422,0.8589647411852963,0.8607306905437004,0.008085877672501223,39,accuracy
0.7771589756011963,0.06471819786308006,0.03822296857833862,0.01586558193648129,VarianceThreshold(threshold=0.6),PCA(n_components=8),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=8), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.6094543933868408,0.06542461577354028,0.035842061042785645,0.004317959263038813,VarianceThreshold(threshold=0.6),PCA(n_components=8),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=8), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.6526978015899658,0.03955906341813608,0.04084211587905884,0.005232713577614704,VarianceThreshold(threshold=0.6),PCA(n_components=16),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=16), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.6365097165107727,0.05985972955798759,0.04270130395889282,0.007906963074918708,VarianceThreshold(threshold=0.6),PCA(n_components=16),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=16), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.5868064165115356,0.02536510355856293,0.05069708824157715,0.0027224701488216024,VarianceThreshold(threshold=0.6),PCA(n_components=32),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=32), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.5246487855911255,0.04358306646141828,0.055439531803131104,0.020365647236664293,VarianceThreshold(threshold=0.6),PCA(n_components=32),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=32), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.726689875125885,0.08882204598941174,0.04737287759780884,0.0046678391182358855,VarianceThreshold(threshold=0.6),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.7041469812393188,0.05684083166790177,0.051003217697143555,0.011026593724481148,VarianceThreshold(threshold=0.6),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.6834349632263184,0.040912505363761315,0.043251752853393555,0.0026814620832358257,VarianceThreshold(threshold=0.6),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.6961199045181274,0.066290715987034,0.0552901029586792,0.021726200058746786,VarianceThreshold(threshold=0.6),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
1.091722309589386,0.07660139813828977,0.04525691270828247,0.00675709321406936,VarianceThreshold(threshold=0.6),PCA(n_components=128),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=128), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
1.0368453860282898,0.09537924232578673,0.04839277267456055,0.0033950822281364596,VarianceThreshold(threshold=0.6),PCA(n_components=128),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': PCA(n_components=128), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.4091641902923584,0.08228055295697276,0.1267462968826294,0.020107601170560832,VarianceThreshold(threshold=0.6),,StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.6), 'pca': None, 'scaler': StandardScaler()}",0.8523238380809596,0.8575712143928036,0.8740629685157422,0.8589647411852963,0.8607306905437004,0.008085877672501223,39,accuracy
0.7278158664703369,0.09795325388296185,0.037144243717193604,0.008290092242341734,VarianceThreshold(threshold=0.8),PCA(n_components=8),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=8), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.7002962827682495,0.015037634998393138,0.03049933910369873,0.004928550935109239,VarianceThreshold(threshold=0.8),PCA(n_components=8),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=8), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.6253783106803894,0.02379834351699446,0.03545093536376953,0.004954932372119163,VarianceThreshold(threshold=0.8),PCA(n_components=16),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=16), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.6286987662315369,0.05833528048995663,0.04850614070892334,0.00723426197416275,VarianceThreshold(threshold=0.8),PCA(n_components=16),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=16), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.5921672582626343,0.053840588599678045,0.04274952411651611,0.006024807541721451,VarianceThreshold(threshold=0.8),PCA(n_components=32),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=32), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.5877199769020081,0.08307530564388585,0.04174739122390747,0.008316903983633071,VarianceThreshold(threshold=0.8),PCA(n_components=32),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=32), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.6731401085853577,0.021051920032411946,0.039244234561920166,0.0014397903293471132,VarianceThreshold(threshold=0.8),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.6533800363540649,0.029335647482678653,0.039187848567962646,0.005842093800113825,VarianceThreshold(threshold=0.8),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.7396783232688904,0.036074810237762996,0.05305182933807373,0.007353687032410407,VarianceThreshold(threshold=0.8),PCA(n_components=64),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
0.7215505838394165,0.04625715682213063,0.05224573612213135,0.015497564709199474,VarianceThreshold(threshold=0.8),PCA(n_components=64),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
1.0751478672027588,0.051274523756008196,0.060910820960998535,0.017360435925459716,VarianceThreshold(threshold=0.8),PCA(n_components=128),StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=128), 'scaler': StandardScaler()}",0.8575712143928036,0.8785607196401799,0.8725637181409296,0.8754688672168042,0.8710411298476793,0.008060799996428182,15,accuracy
1.091918706893921,0.03552859005747886,0.05471688508987427,0.012942150720976651,VarianceThreshold(threshold=0.8),PCA(n_components=128),MinMaxScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': PCA(n_components=128), 'scaler': MinMaxScaler()}",0.8365817091454273,0.8515742128935532,0.8605697151424287,0.8522130532633159,0.8502346726111812,0.008644721998027825,45,accuracy
0.3109039068222046,0.02317060024561505,0.1300046443939209,0.013005321960118455,VarianceThreshold(threshold=0.8),,StandardScaler(),"{'feature_selection': VarianceThreshold(threshold=0.8), 'pca': None, 'scaler': StandardScaler()}",0.8523238380809596,0.8575712143928036,0.8740629685157422,0.8589647411852963,0.8607306905437004,0.008085877672501223,39,accuracy
0.7766987681388855,0.10999040558196398,0.035935819149017334,0.0040070191974904985,,PCA(n_components=8),StandardScaler(),"{'feature_selection': None, 'pca': PCA(n_components=8), 'scaler': StandardScaler()}",0.8680659670164917,0.881559220389805,0.8793103448275862,0.8799699924981246,0.8772263811830019,0.005351564977051776,7,accuracy
0.7646068930625916,0.12228630077914089,0.03403264284133911,0.006560197401514099,,PCA(n_components=8),MinMaxScaler(),"{'feature_selection': None, 'pca': PCA(n_components=8), 'scaler': MinMaxScaler()}",0.861319340329835,0.8830584707646177,0.8755622188905547,0.8739684921230307,0.8734771305270096,0.00781349750318573,14,accuracy
0.6983383893966675,0.07034656559785499,0.03841996192932129,0.0037268719214828077,,PCA(n_components=16),StandardScaler(),"{'feature_selection': None, 'pca': PCA(n_components=16), 'scaler': StandardScaler()}",0.8200899550224887,0.856071964017991,0.8545727136431784,0.8439609902475619,0.843673905732805,0.014394278479098296,57,accuracy
0.6258493065834045,0.04762034137984755,0.04885965585708618,0.013805128045147072,,PCA(n_components=16),MinMaxScaler(),"{'feature_selection': None, 'pca': PCA(n_components=16), 'scaler': MinMaxScaler()}",0.815592203898051,0.8545727136431784,0.8568215892053973,0.8469617404351087,0.8434870617954339,0.016514370915210987,58,accuracy
0.5603606104850769,0.03406377085635856,0.04474872350692749,0.005808081031101051,,PCA(n_components=32),StandardScaler(),"{'feature_selection': None, 'pca': PCA(n_components=32), 'scaler': StandardScaler()}",0.767616191904048,0.7833583208395802,0.7968515742128935,0.7899474868717179,0.7844433934570598,0.010823470892897686,59,accuracy
0.5587174892425537,0.03620081818381961,0.05037641525268555,0.012982452605302446,,PCA(n_components=32),MinMaxScaler(),"{'feature_selection': None, 'pca': PCA(n_components=32), 'scaler': MinMaxScaler()}",0.7638680659670165,0.7796101949025487,0.7931034482758621,0.781695423855964,0.7795692832503479,0.010419021004326314,60,accuracy
0.7325687408447266,0.05322789585693815,0.06050175428390503,0.015171765850613507,,PCA(n_components=64),StandardScaler(),"{'feature_selection': None, 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.7443778110944528,0.7548725637181409,0.7698650674662668,0.7539384846211553,0.7557634817250041,0.009118834430035349,61,accuracy
0.6917209625244141,0.03994004609635535,0.10674846172332764,0.09565939761939861,,PCA(n_components=64),MinMaxScaler(),"{'feature_selection': None, 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.7301349325337332,0.7488755622188905,0.7616191904047976,0.7441860465116279,0.7462039329172623,0.01125891208559064,63,accuracy
0.8392245769500732,0.08041030097344562,0.06424850225448608,0.011367592175393154,,PCA(n_components=64),StandardScaler(),"{'feature_selection': None, 'pca': PCA(n_components=64), 'scaler': StandardScaler()}",0.7413793103448276,0.7518740629685158,0.7691154422788605,0.7524381095273819,0.7537017312798965,0.009929270565485435,62,accuracy
0.7210667133331299,0.10142467164133533,0.05624878406524658,0.026097951352403313,,PCA(n_components=64),MinMaxScaler(),"{'feature_selection': None, 'pca': PCA(n_components=64), 'scaler': MinMaxScaler()}",0.732383808095952,0.7511244377811095,0.7593703148425787,0.7419354838709677,0.7462035111476519,0.010084399929399511,64,accuracy
0.9591339826583862,0.0568461188564057,0.04913508892059326,0.01792026018153593,,PCA(n_components=128),StandardScaler(),"{'feature_selection': None, 'pca': PCA(n_components=128), 'scaler': StandardScaler()}",0.7023988005997002,0.7136431784107946,0.732383808095952,0.7081770442610653,0.7141507078418781,0.011252727573837494,65,accuracy
0.8989001512527466,0.052772864462762505,0.02800816297531128,0.007883301152185116,,PCA(n_components=128),MinMaxScaler(),"{'feature_selection': None, 'pca': PCA(n_components=128), 'scaler': MinMaxScaler()}",0.6896551724137931,0.7008995502248876,0.7166416791604198,0.695423855963991,0.700655064440773,0.010049810821923851,66,accuracy
0.2729032635688782,0.0806514516250235,0.11765038967132568,0.026412984315655284,,,StandardScaler(),"{'feature_selection': None, 'pca': None, 'scaler': StandardScaler()}",0.8523238380809596,0.8575712143928036,0.8740629685157422,0.8589647411852963,0.8607306905437004,0.008085877672501223,39,accuracy
